Sales Person,Country,Product,Date,Clean Amount,Boxes Shipped,Performance,Market,Look Up Test
Brien Boise,USA,Organic Choco Syrup,5/25/2023,17383.08,145,High,Other,6198.999906
Roddy Speechley,New Zealand,Baker's Choco Chips,2/22/2023,5912.59,232,High,Other,6198.999906
Van Tuxwell,UK,85% Dark Bars,7/11/2023,4029.28,128,High,Other,6198.999906
Marney O'Breen,Canada,Spicy Special Slims,1/3/2023,3563.09,344,High,Other,6198.999906
Rafaelita Blaksland,New Zealand,70% Dark Bites,8/24/2023,773.73,280,Medium,Other,6198.999906
Beverie Moffet,USA,50% Dark Bites,7/28/2023,2620.19,340,High,Other,6198.999906
Brien Boise,USA,Mint Chip Choco,5/25/2023,11426.56,151,High,Other,6198.999906
Karlen McCaffrey,New Zealand,Eclairs,5/6/2023,2935.80,171,High,Other,6198.999906
Barr Faughny,India,Drinking Coco,1/28/2023,2431.53,148,High,Other,6198.999906
Marney O'Breen,UK,Orange Choco,6/6/2023,11882.82,13,High,Other,6198.999906
Brien Boise,New Zealand,Baker's Choco Chips,7/12/2023,6297.06,26,High,Other,6198.999906
Ches Bonnell,Canada,Spicy Special Slims,8/5/2023,5859.21,193,High,Other,6198.999906
Brien Boise,USA,Orange Choco,1/28/2023,6276.91,157,High,Other,6198.999906
Kaine Padly,India,Spicy Special Slims,8/31/2023,5674.70,147,High,Other,6198.999906
Mallorie Waber,USA,50% Dark Bites,4/19/2023,1960.10,14,High,Other,6198.999906
Mallorie Waber,UK,Mint Chip Choco,6/29/2023,6540.30,2,High,Other,6198.999906
Beverie Moffet,India,Choco Coated Almonds,2/24/2023,3818.21,287,High,Other,6198.999906
Madelene Upcott,UK,Smooth Sliky Salty,3/4/2023,14769.97,87,High,Other,6198.999906
Gigi Bohling,India,Eclairs,6/21/2023,3687.44,73,High,Other,6198.999906
Rafaelita Blaksland,Australia,Organic Choco Syrup,1/26/2023,1123.58,114,High,Other,6198.999906
Oby Sorrel,New Zealand,White Choc,6/10/2023,4612.08,38,High,Other,6198.999906
Andria Kimpton,UK,Drinking Coco,5/23/2023,1600.11,70,High,Other,6215.010694
Kelci Walkden,India,Milk Bars,4/15/2023,975.67,105,High,Other,6215.010694
Karlen McCaffrey,New Zealand,Caramel Stuffed Bars,1/31/2023,5487.30,219,High,Other,6215.010694
Andria Kimpton,New Zealand,Organic Choco Syrup,3/4/2023,4948.15,39,High,Other,6215.010694
Barr Faughny,New Zealand,After Nines,4/19/2023,11460.08,81,High,Other,6215.010694
Beverie Moffet,UK,Almond Choco,5/16/2023,2628.33,101,High,Other,6215.010694
Oby Sorrel,Australia,Raspberry Choco,2/17/2023,1044.35,126,High,Other,6215.010694
Dennison Crosswaite,USA,Raspberry Choco,1/18/2023,7449.70,264,High,Other,6215.010694
Roddy Speechley,Canada,Orange Choco,2/9/2023,9315.64,88,High,Other,6231.373544
Mallorie Waber,Canada,Orange Choco,3/23/2023,3820.94,179,High,Other,6231.373544
Madelene Upcott,New Zealand,Caramel Stuffed Bars,2/1/2023,3782.83,150,High,Other,6231.373544
Mallorie Waber,India,Drinking Coco,3/7/2023,4525.72,146,High,Other,6231.373544
Ches Bonnell,UK,White Choc,1/3/2023,3730.79,237,High,Other,6231.373544
Ches Bonnell,USA,White Choc,2/11/2023,6068.19,349,High,Other,6231.373544
Dennison Crosswaite,New Zealand,Orange Choco,3/16/2023,4944.46,144,High,Other,6231.373544
Dotty Strutley,India,White Choc,8/15/2023,12331.35,337,High,Other,6231.373544
Gigi Bohling,India,Manuka Honey Choco,5/12/2023,5290.76,76,High,Other,6231.373544
Van Tuxwell,India,Spicy Special Slims,4/11/2023,6874.06,4,High,Other,6231.373544
Jan Morforth,New Zealand,Mint Chip Choco,6/30/2023,20402.17,297,High,Other,6231.373544
Dotty Strutley,New Zealand,White Choc,6/15/2023,7923.10,62,High,Other,6231.373544
Rafaelita Blaksland,Canada,Caramel Stuffed Bars,8/1/2023,8145.99,100,High,Other,6231.373544
Kaine Padly,USA,Milk Bars,6/15/2023,16253.25,58,High,Other,6231.373544
Brien Boise,India,After Nines,6/16/2023,5744.07,49,High,Other,6231.373544
Oby Sorrel,New Zealand,Raspberry Choco,5/13/2023,4908.71,288,High,Other,6231.373544
Dennison Crosswaite,USA,Drinking Coco,5/10/2023,2369.87,139,High,Other,6231.373544
Oby Sorrel,India,Eclairs,8/25/2023,5973.24,337,High,Other,6231.373544
Ches Bonnell,New Zealand,Organic Choco Syrup,7/15/2023,8047.16,86,High,Other,6231.373544
Gigi Bohling,UK,Baker's Choco Chips,5/16/2023,9656.56,400,High,Other,6231.373544
Jan Morforth,Australia,50% Dark Bites,6/14/2023,3925.06,186,High,Other,6231.373544
Beverie Moffet,Australia,Smooth Sliky Salty,1/25/2023,11682.62,506,High,Other,6231.373544
Ches Bonnell,USA,Organic Choco Syrup,7/28/2023,7874.15,13,High,Other,6238.695175
Brien Boise,Canada,Mint Chip Choco,1/28/2023,5061.37,179,High,Other,6221.357834
Kaine Padly,UK,Orange Choco,6/29/2023,2099.24,186,High,Other,6221.357834
Karlen McCaffrey,Australia,70% Dark Bites,6/24/2023,237.57,311,Low,Other,6221.357834
Gunar Cockshoot,Canada,Mint Chip Choco,7/1/2023,8829.77,445,High,Other,6221.357834
Roddy Speechley,USA,Peanut Butter Cubes,2/25/2023,1733.09,135,High,Other,6240.475367
Curtice Advani,Canada,Smooth Sliky Salty,8/1/2023,3047.18,12,High,Other,6240.475367
Oby Sorrel,Australia,Milk Bars,6/21/2023,8497.72,276,High,Other,6240.475367
Camilla Castle,New Zealand,Spicy Special Slims,1/25/2023,12557.56,26,High,Other,6240.475367
Gigi Bohling,UK,Milk Bars,5/17/2023,1406.91,231,High,Other,6233.240609
Andria Kimpton,Australia,85% Dark Bars,8/23/2023,4496.32,240,High,Other,6233.240609
Camilla Castle,Australia,Smooth Sliky Salty,3/3/2023,8220.25,125,High,Other,6233.240609
Roddy Speechley,India,Caramel Stuffed Bars,5/30/2023,9588.03,562,High,Other,6238.825563
Karlen McCaffrey,USA,Drinking Coco,6/29/2023,114.82,231,Low,Other,6232.433871
Andria Kimpton,Canada,Organic Choco Syrup,1/4/2023,8804.98,214,High,Other,6232.433871
Jehu Rudeforth,Australia,Drinking Coco,1/14/2023,2900.61,68,High,Other,6232.433871
Karlen McCaffrey,USA,Mint Chip Choco,2/15/2023,16773.08,58,High,Other,6232.433871
Curtice Advani,New Zealand,Spicy Special Slims,1/10/2023,4153.59,513,High,Other,6243.216472
Madelene Upcott,USA,White Choc,5/4/2023,12571.07,226,High,Other,6243.216472
Andria Kimpton,USA,Spicy Special Slims,5/23/2023,2553.46,5,High,Other,6243.216472
Barr Faughny,New Zealand,Fruit & Nut Bars,4/26/2023,1888.94,159,High,Other,6243.216472
Oby Sorrel,Canada,Organic Choco Syrup,7/5/2023,1310.04,71,High,Other,6243.216472
Madelene Upcott,UK,Organic Choco Syrup,7/21/2023,7805.90,179,High,Other,6243.216472
Dotty Strutley,USA,Mint Chip Choco,2/21/2023,6101.12,261,High,Other,6243.216472
Kelci Walkden,USA,Orange Choco,2/3/2023,1425.81,133,High,Other,6243.216472
Gigi Bohling,Australia,Caramel Stuffed Bars,7/8/2023,8724.40,147,High,Other,6243.216472
Mallorie Waber,India,50% Dark Bites,5/31/2023,664.82,147,Medium,Other,6243.216472
Van Tuxwell,New Zealand,Mint Chip Choco,6/27/2023,4351.31,103,High,Other,6235.160682
Van Tuxwell,India,50% Dark Bites,5/13/2023,5825.09,123,High,Other,6235.160682
Van Tuxwell,USA,Manuka Honey Choco,5/31/2023,2418.93,110,High,Other,6235.160682
Wilone O'Kielt,USA,Orange Choco,2/28/2023,7725.52,38,High,Other,6235.160682
Barr Faughny,New Zealand,Eclairs,3/28/2023,7144.08,32,High,Other,6235.160682
Gigi Bohling,USA,After Nines,1/14/2023,2043.13,243,High,Other,6235.160682
Barr Faughny,New Zealand,Mint Chip Choco,2/21/2023,6526.01,147,High,Other,6235.160682
Dennison Crosswaite,Canada,85% Dark Bars,8/1/2023,11334.77,89,High,Other,6235.160682
Beverie Moffet,New Zealand,Smooth Sliky Salty,5/19/2023,2492.67,58,High,Other,6235.160682
Husein Augar,USA,White Choc,7/13/2023,2066.48,59,High,Other,6235.160682
Andria Kimpton,Australia,Peanut Butter Cubes,4/20/2023,7009.01,150,High,Other,6235.160682
Dennison Crosswaite,India,85% Dark Bars,6/30/2023,4562.97,21,High,Other,6235.160682
Curtice Advani,UK,50% Dark Bites,3/8/2023,3442.99,142,High,Other,6232.64
Gunar Cockshoot,USA,Fruit & Nut Bars,3/9/2023,6669.60,99,High,Other,6232.64
Oby Sorrel,Canada,Raspberry Choco,6/16/2023,1902.47,217,High,Other,6232.64
Gigi Bohling,UK,Drinking Coco,6/30/2023,6157.17,43,High,Other,6232.64
Kelci Walkden,India,Mint Chip Choco,7/28/2023,3012.68,129,High,Other,6232.64
Karlen McCaffrey,Canada,Peanut Butter Cubes,8/12/2023,3473.62,170,High,Other,6232.64
Barr Faughny,UK,Mint Chip Choco,7/7/2023,4129.98,332,High,Other,6232.64
Barr Faughny,USA,85% Dark Bars,8/25/2023,14566.22,45,High,Other,6232.64
Husein Augar,Canada,Eclairs,1/17/2023,4049.61,255,High,Other,6232.64
Jan Morforth,Australia,70% Dark Bites,3/4/2023,5924.44,396,High,Other,6232.64
Marney O'Breen,New Zealand,Fruit & Nut Bars,8/25/2023,10100.95,4,High,Other,6232.64
Ches Bonnell,UK,Peanut Butter Cubes,4/15/2023,2362.01,272,High,Other,6233.64719
Kaine Padly,USA,Organic Choco Syrup,3/11/2023,2638.76,24,High,Other,6233.64719
Camilla Castle,USA,Raspberry Choco,5/20/2023,3496.41,18,High,Other,6233.64719
Brien Boise,New Zealand,Manuka Honey Choco,6/14/2023,17222.86,44,High,Other,6233.64719
Jehu Rudeforth,New Zealand,After Nines,4/14/2023,1604.87,71,High,Other,6233.64719
Jehu Rudeforth,USA,Smooth Sliky Salty,7/7/2023,7170.21,151,High,Other,6233.64719
Madelene Upcott,India,Mint Chip Choco,8/24/2023,4090.16,75,High,Other,6233.64719
Jehu Rudeforth,India,Eclairs,2/24/2023,9574.38,134,High,Other,6233.64719
Karlen McCaffrey,Canada,Raspberry Choco,5/9/2023,717.90,213,Medium,Other,6233.64719
Kaine Padly,Australia,70% Dark Bites,2/8/2023,7734.54,227,High,Other,6233.64719
Roddy Speechley,UK,70% Dark Bites,3/24/2023,1606.49,305,High,Other,6233.64719
Rafaelita Blaksland,USA,Drinking Coco,6/20/2023,9170.09,79,High,Other,6228.72623
Mallorie Waber,Canada,Manuka Honey Choco,3/7/2023,1583.57,122,High,Other,6228.72623
Kaine Padly,Australia,Fruit & Nut Bars,6/20/2023,7684.52,83,High,Other,6228.72623
Oby Sorrel,New Zealand,Organic Choco Syrup,2/17/2023,16765.07,261,High,Other,6228.72623
Madelene Upcott,UK,99% Dark & Pure,1/26/2023,11796.63,45,High,Other,6223.937434
Madelene Upcott,Australia,Mint Chip Choco,5/2/2023,2766.65,148,High,Other,6223.937434
Curtice Advani,Canada,99% Dark & Pure,7/7/2023,13232.74,7,High,Other,6223.937434
Rafaelita Blaksland,Australia,Baker's Choco Chips,8/22/2023,2820.41,50,High,Other,6235.347624
Karlen McCaffrey,Australia,After Nines,8/11/2023,2483.32,65,High,Other,6235.347624
Marney O'Breen,UK,99% Dark & Pure,1/13/2023,9124.16,209,High,Other,6246.655364
Gunar Cockshoot,Australia,50% Dark Bites,3/2/2023,12728.16,111,High,Other,6259.15814
Marney O'Breen,Australia,Choco Coated Almonds,7/27/2023,12624.64,41,High,Other,6259.15814
Kelci Walkden,New Zealand,Drinking Coco,3/10/2023,17584.16,110,High,Other,6237.5948
Beverie Moffet,USA,85% Dark Bars,8/23/2023,13156.49,360,High,Other,6216.233445
Roddy Speechley,USA,Eclairs,4/25/2023,4164.10,167,High,Other,6216.233445
Dennison Crosswaite,UK,Milk Bars,3/7/2023,11698.98,436,High,Other,6216.233445
Wilone O'Kielt,UK,Organic Choco Syrup,7/12/2023,4964.25,56,High,Other,6216.233445
Madelene Upcott,USA,Orange Choco,5/16/2023,8258.37,132,High,Other,6216.233445
Gunar Cockshoot,India,Smooth Sliky Salty,3/2/2023,3938.20,70,High,Other,6216.233445
Marney O'Breen,New Zealand,85% Dark Bars,5/30/2023,1368.27,163,High,Other,6216.233445
Marney O'Breen,UK,Manuka Honey Choco,6/10/2023,12449.46,177,High,Other,6216.233445
Brien Boise,USA,99% Dark & Pure,7/25/2023,7323.82,339,High,Other,6216.233445
Beverie Moffet,New Zealand,Mint Chip Choco,6/9/2023,4560.81,102,High,Other,6216.233445
Dennison Crosswaite,USA,Milk Bars,5/12/2023,777.46,58,Medium,Other,6216.233445
Gunar Cockshoot,USA,Drinking Coco,5/9/2023,3857.27,5,High,Other,6216.233445
Brien Boise,Canada,Manuka Honey Choco,8/9/2023,7442.69,179,High,Other,6216.233445
Van Tuxwell,India,Choco Coated Almonds,4/13/2023,5799.30,125,High,Other,6216.233445
Andria Kimpton,USA,Caramel Stuffed Bars,5/2/2023,8836.90,48,High,Other,6216.233445
Dotty Strutley,USA,99% Dark & Pure,8/9/2023,4185.00,315,High,Other,6216.233445
Camilla Castle,Australia,Raspberry Choco,8/23/2023,6984.06,174,High,Other,6216.233445
Gunar Cockshoot,India,Spicy Special Slims,5/13/2023,7362.70,179,High,Other,6216.233445
Karlen McCaffrey,USA,Manuka Honey Choco,2/1/2023,10338.27,73,High,Other,6213.656846
Camilla Castle,USA,50% Dark Bites,6/23/2023,6215.72,324,High,Other,6213.656846
Madelene Upcott,UK,Choco Coated Almonds,5/24/2023,10400.66,144,High,Other,6213.656846
Jan Morforth,Canada,Mint Chip Choco,4/1/2023,1062.61,217,High,Other,6213.656846
Camilla Castle,Canada,70% Dark Bites,7/27/2023,10095.71,151,High,Other,6213.656846
Ches Bonnell,India,Peanut Butter Cubes,1/27/2023,23251.68,210,High,Other,6213.656846
Jan Morforth,India,Choco Coated Almonds,8/12/2023,2669.61,143,High,Other,6213.656846
Gigi Bohling,Canada,Almond Choco,2/1/2023,10265.97,49,High,Other,6213.656846
Rafaelita Blaksland,India,After Nines,3/2/2023,5423.54,203,High,Other,6213.656846
Kelci Walkden,Australia,99% Dark & Pure,6/30/2023,3272.68,32,High,Other,6213.656846
Dotty Strutley,Australia,Spicy Special Slims,1/17/2023,8840.59,92,High,Other,6213.656846
Brien Boise,USA,Milk Bars,7/7/2023,14460.51,124,High,Other,6223.559125
Mallorie Waber,New Zealand,Mint Chip Choco,1/31/2023,1461.99,109,High,Other,6214.717804
Beverie Moffet,UK,99% Dark & Pure,8/10/2023,3701.60,131,High,Other,6214.717804
Beverie Moffet,USA,Peanut Butter Cubes,8/18/2023,13951.32,329,High,Other,6214.717804
Brien Boise,New Zealand,White Choc,6/15/2023,5774.92,325,High,Other,6214.717804
Marney O'Breen,USA,Baker's Choco Chips,1/26/2023,9718.87,10,High,Other,6214.717804
Kelci Walkden,USA,Spicy Special Slims,4/29/2023,87.52,69,Low,Other,6214.717804
Mallorie Waber,Canada,White Choc,3/3/2023,3398.51,74,High,Other,6214.717804
Kaine Padly,Australia,Almond Choco,2/22/2023,4371.77,375,High,Other,6214.717804
Oby Sorrel,USA,Smooth Sliky Salty,3/4/2023,3632.32,169,High,Other,6214.717804
Dennison Crosswaite,India,Smooth Sliky Salty,7/7/2023,3343.85,10,High,Other,6220.965085
Camilla Castle,New Zealand,Caramel Stuffed Bars,6/17/2023,4400.28,364,High,Other,6220.965085
Jan Morforth,Canada,Caramel Stuffed Bars,8/2/2023,10802.13,124,High,Other,6220.965085
Oby Sorrel,USA,Baker's Choco Chips,8/12/2023,9154.17,123,High,Other,6220.965085
Madelene Upcott,New Zealand,Peanut Butter Cubes,1/28/2023,5360.89,340,High,Other,6220.965085
Kelci Walkden,Australia,Orange Choco,4/29/2023,11597.46,462,High,Other,6220.965085
Marney O'Breen,Australia,Manuka Honey Choco,4/5/2023,14939.24,238,High,Other,6220.965085
Kaine Padly,Canada,Manuka Honey Choco,1/18/2023,10845.85,146,High,Other,6202.677687
Jehu Rudeforth,UK,Baker's Choco Chips,5/16/2023,2832.78,104,High,Other,6172.860068
Kelci Walkden,Australia,White Choc,8/24/2023,8879.72,177,High,Other,6172.860068
Curtice Advani,India,85% Dark Bars,1/18/2023,298.34,399,Low,Other,6172.860068
Kaine Padly,USA,Eclairs,8/22/2023,7799.51,10,High,Other,6163.59
Gunar Cockshoot,UK,99% Dark & Pure,3/7/2023,8.04,85,Low,Other,6163.59
Beverie Moffet,UK,Choco Coated Almonds,3/4/2023,3212.35,66,High,Other,6163.59
Dotty Strutley,Canada,Manuka Honey Choco,4/22/2023,12048.56,113,High,Other,6163.59
Kaine Padly,Australia,Milk Bars,6/9/2023,4499.64,91,High,Other,6163.59
Jan Morforth,Canada,Fruit & Nut Bars,7/25/2023,9984.16,207,High,Other,6163.59
Jan Morforth,India,Smooth Sliky Salty,8/3/2023,11867.83,95,High,Other,6169.308041
Rafaelita Blaksland,Australia,Manuka Honey Choco,8/3/2023,4806.65,132,High,Other,6169.308041
Jehu Rudeforth,UK,Milk Bars,5/3/2023,13420.93,232,High,Other,6169.308041
Husein Augar,Canada,After Nines,1/19/2023,10407.51,301,High,Other,6174.006862
Roddy Speechley,USA,50% Dark Bites,2/11/2023,10849.39,330,High,Other,6174.006862
Van Tuxwell,India,Almond Choco,6/14/2023,7247.29,402,High,Other,6174.006862
Kelci Walkden,USA,50% Dark Bites,3/23/2023,6387.65,227,High,Other,6174.006862
Madelene Upcott,Canada,85% Dark Bars,2/17/2023,8373.42,108,High,Other,6174.006862
Dennison Crosswaite,Canada,Smooth Sliky Salty,3/17/2023,1887.19,488,High,Other,6174.006862
Mallorie Waber,Australia,Spicy Special Slims,6/29/2023,6054.04,287,High,Top Local,6174.006862
Ches Bonnell,Canada,Choco Coated Almonds,8/24/2023,16254.61,268,High,Other,6174.006862
Gigi Bohling,Canada,Spicy Special Slims,7/4/2023,13173.56,301,High,Other,6174.421972
Roddy Speechley,New Zealand,Almond Choco,3/28/2023,2721.46,72,High,Other,6174.421972
Curtice Advani,India,Smooth Sliky Salty,4/19/2023,19283.64,139,High,Other,6174.421972
Ches Bonnell,New Zealand,Mint Chip Choco,1/18/2023,9327.52,232,High,Other,6174.421972
Van Tuxwell,New Zealand,Fruit & Nut Bars,1/17/2023,3184.03,85,High,Other,6174.421972
Andria Kimpton,New Zealand,Mint Chip Choco,2/15/2023,9738.74,209,High,Other,6174.421972
Andria Kimpton,UK,Milk Bars,2/11/2023,16486.65,314,High,Other,6174.421972
Camilla Castle,USA,Manuka Honey Choco,3/21/2023,16792.23,184,High,Other,6174.421972
Gunar Cockshoot,New Zealand,Almond Choco,1/5/2023,5752.62,125,High,Other,6174.421972
Brien Boise,India,Raspberry Choco,5/30/2023,6833.28,157,High,Other,6174.421972
Jehu Rudeforth,USA,99% Dark & Pure,1/4/2023,2815.72,222,High,Other,6174.421972
Beverie Moffet,Australia,Fruit & Nut Bars,4/22/2023,1545.36,269,High,Other,6174.421972
Gigi Bohling,Canada,Milk Bars,2/10/2023,3432.73,120,High,Other,6174.421972
Dotty Strutley,India,Spicy Special Slims,8/12/2023,1001.99,217,High,Other,6190.495104
Gunar Cockshoot,USA,Organic Choco Syrup,8/10/2023,2494.19,315,High,Other,6190.495104
Kelci Walkden,Australia,Raspberry Choco,6/7/2023,770.25,61,Medium,Other,6190.495104
Jehu Rudeforth,India,Baker's Choco Chips,6/6/2023,2261.98,73,High,Other,6190.495104
Karlen McCaffrey,New Zealand,Baker's Choco Chips,4/5/2023,5667.58,204,High,Other,6209.380976
Wilone O'Kielt,USA,50% Dark Bites,4/18/2023,4738.71,125,High,Other,6209.380976
Andria Kimpton,India,50% Dark Bites,1/31/2023,13661.89,15,High,Other,6209.380976
Madelene Upcott,USA,Baker's Choco Chips,8/22/2023,6067.19,151,High,Other,6209.380976
Jehu Rudeforth,Australia,99% Dark & Pure,2/25/2023,11720.99,204,High,Other,6209.380976
Jan Morforth,Australia,Mint Chip Choco,2/22/2023,19999.55,106,High,Other,6209.380976
Oby Sorrel,New Zealand,Milk Bars,1/12/2023,4484.03,201,High,Other,6190.109615
Brien Boise,UK,Almond Choco,5/25/2023,107.24,129,Low,Other,6141.655439
Kelci Walkden,India,Smooth Sliky Salty,2/1/2023,2525.98,8,High,Other,6141.655439
Rafaelita Blaksland,UK,Eclairs,4/27/2023,1577.84,67,High,Other,6141.655439
Gigi Bohling,USA,Smooth Sliky Salty,7/22/2023,2972.07,129,High,Other,6141.655439
Curtice Advani,New Zealand,Mint Chip Choco,1/26/2023,3691.63,284,High,Other,6141.655439
Curtice Advani,USA,Mint Chip Choco,8/24/2023,5188.89,293,High,Other,6141.655439
Madelene Upcott,New Zealand,Fruit & Nut Bars,1/18/2023,5766.51,21,High,Other,6141.655439
Karlen McCaffrey,India,85% Dark Bars,3/30/2023,1036.77,82,High,Other,6141.655439
Ches Bonnell,Australia,Caramel Stuffed Bars,1/17/2023,10033.52,163,High,Other,6141.655439
Kelci Walkden,USA,Fruit & Nut Bars,2/17/2023,5220.69,154,High,Other,6141.655439
Kelci Walkden,Canada,Peanut Butter Cubes,4/8/2023,8106.62,47,High,Other,6127.95169
Gigi Bohling,Canada,Drinking Coco,7/6/2023,3934.09,86,High,Other,6127.95169
Husein Augar,India,Fruit & Nut Bars,4/4/2023,4508.93,231,High,Other,6127.95169
Jan Morforth,New Zealand,Organic Choco Syrup,3/2/2023,1921.57,226,High,Other,6127.95169
Gigi Bohling,New Zealand,Raspberry Choco,8/9/2023,1161.31,181,High,Other,6127.95169
Dennison Crosswaite,Australia,Milk Bars,6/9/2023,11389.29,282,High,Other,6127.95169
Ches Bonnell,UK,Caramel Stuffed Bars,6/2/2023,3032.30,313,High,Other,6127.95169
Van Tuxwell,USA,Fruit & Nut Bars,7/5/2023,6871.55,238,High,Other,6109.360389
Andria Kimpton,Canada,Eclairs,8/11/2023,339.99,124,Low,Other,6109.360389
Madelene Upcott,India,Choco Coated Almonds,2/11/2023,3720.22,141,High,Other,6109.360389
Kelci Walkden,New Zealand,Spicy Special Slims,8/11/2023,731.19,69,Medium,Other,6109.360389
Roddy Speechley,Australia,Drinking Coco,5/12/2023,13288.65,112,High,Other,6109.360389
Wilone O'Kielt,USA,Milk Bars,7/15/2023,5332.79,101,High,Other,6109.360389
Andria Kimpton,India,Organic Choco Syrup,1/18/2023,3971.78,131,High,Other,6083.901915
Madelene Upcott,UK,Fruit & Nut Bars,1/5/2023,9538.21,198,High,Other,6083.901915
Curtice Advani,Australia,50% Dark Bites,6/29/2023,547.85,221,Medium,Other,6083.901915
Brien Boise,Canada,Raspberry Choco,6/14/2023,2994.76,47,High,Other,6083.901915
Gunar Cockshoot,India,Mint Chip Choco,8/8/2023,4451.38,71,High,Other,6103.603167
Dennison Crosswaite,India,Mint Chip Choco,3/23/2023,14691.77,143,High,Other,6103.603167
Barr Faughny,India,Caramel Stuffed Bars,1/4/2023,7042.98,107,High,Other,6103.603167
Brien Boise,India,Milk Bars,2/22/2023,15583.00,248,High,Other,6103.603167
Beverie Moffet,UK,Spicy Special Slims,2/17/2023,9059.82,268,High,Other,6103.603167
Barr Faughny,USA,Almond Choco,2/3/2023,430.59,85,Low,Other,6103.603167
Van Tuxwell,Canada,Raspberry Choco,3/17/2023,1264.25,137,High,Other,6103.603167
Wilone O'Kielt,Australia,Baker's Choco Chips,1/25/2023,2995.47,156,High,Other,6103.603167
Brien Boise,Australia,Milk Bars,7/27/2023,2117.82,56,High,Other,6103.603167
Husein Augar,Australia,Fruit & Nut Bars,1/28/2023,8081.79,54,High,Other,6114.703643
Madelene Upcott,Australia,Organic Choco Syrup,7/5/2023,11542.54,49,High,Other,6129.029391
Van Tuxwell,India,White Choc,3/15/2023,2183.68,46,High,Other,6122.005072
Gunar Cockshoot,Canada,After Nines,8/4/2023,3125.34,191,High,Other,6102.436354
Jan Morforth,USA,Fruit & Nut Bars,6/27/2023,4891.86,380,High,Other,6102.436354
Jan Morforth,Canada,After Nines,7/13/2023,4881.32,183,High,Other,6102.436354
Barr Faughny,New Zealand,Manuka Honey Choco,2/24/2023,5917.62,238,High,Other,6102.436354
Karlen McCaffrey,New Zealand,85% Dark Bars,6/28/2023,6312.53,60,High,Other,6102.436354
Oby Sorrel,Australia,85% Dark Bars,6/30/2023,7956.28,27,High,Other,6102.436354
Curtice Advani,Canada,Choco Coated Almonds,8/18/2023,5895.88,7,High,Other,6102.436354
Kaine Padly,India,70% Dark Bites,1/24/2023,13535.70,296,High,Other,6095.719529
Beverie Moffet,USA,White Choc,3/11/2023,5639.90,129,High,Other,6095.719529
Ches Bonnell,New Zealand,After Nines,6/23/2023,5813.44,356,High,Other,6095.719529
Husein Augar,India,Spicy Special Slims,8/22/2023,2514.82,32,High,Other,6095.719529
Gunar Cockshoot,Canada,50% Dark Bites,1/4/2023,3044.01,22,High,Other,6095.719529
Curtice Advani,India,Milk Bars,4/5/2023,3902.04,214,High,Other,6095.719529
Beverie Moffet,India,Milk Bars,4/15/2023,1928.74,354,High,Other,6095.719529
Husein Augar,Australia,White Choc,5/11/2023,3251.53,241,High,Other,6095.719529
Andria Kimpton,Canada,Manuka Honey Choco,7/21/2023,5031.94,495,High,Other,6095.719529
Jan Morforth,New Zealand,Orange Choco,2/11/2023,1350.26,89,High,Other,6106.062036
Andria Kimpton,Canada,Smooth Sliky Salty,7/8/2023,1187.71,75,High,Other,6106.062036
Gunar Cockshoot,UK,Raspberry Choco,8/11/2023,7055.38,334,High,Other,6106.062036
Husein Augar,New Zealand,After Nines,8/4/2023,7231.89,8,High,Other,6106.062036
Andria Kimpton,New Zealand,Orange Choco,6/14/2023,9295.83,93,High,Other,6106.062036
Dennison Crosswaite,UK,Baker's Choco Chips,1/17/2023,2276.94,296,High,Other,6106.062036
Jehu Rudeforth,Canada,Orange Choco,6/23/2023,4229.79,548,High,Other,6106.062036
Jehu Rudeforth,UK,Smooth Sliky Salty,8/24/2023,1640.53,119,High,Other,6106.062036
Andria Kimpton,UK,Caramel Stuffed Bars,6/7/2023,8234.50,294,High,Other,6106.062036
Jan Morforth,UK,White Choc,6/22/2023,10087.04,46,High,Other,6106.062036
Dotty Strutley,USA,Fruit & Nut Bars,7/13/2023,3169.26,281,High,Other,6106.062036
Kelci Walkden,UK,Choco Coated Almonds,5/24/2023,10355.42,215,High,Other,6106.062036
Gunar Cockshoot,New Zealand,After Nines,8/9/2023,7772.63,140,High,Other,6106.062036
Kaine Padly,Canada,85% Dark Bars,4/6/2023,1992.77,31,High,Other,6106.062036
Jan Morforth,New Zealand,Manuka Honey Choco,7/28/2023,1815.56,266,High,Other,6106.062036
Gunar Cockshoot,New Zealand,Raspberry Choco,8/24/2023,727.11,50,Medium,Other,6106.062036
Van Tuxwell,Australia,99% Dark & Pure,1/17/2023,114.96,132,Low,Other,6106.062036
Curtice Advani,USA,Drinking Coco,2/7/2023,5378.09,142,High,Other,6106.062036
Brien Boise,Australia,Spicy Special Slims,5/9/2023,6707.63,269,High,Other,6127.927372
Mallorie Waber,New Zealand,85% Dark Bars,6/6/2023,8167.18,102,High,Other,6127.927372
Wilone O'Kielt,USA,Choco Coated Almonds,6/6/2023,9950.14,6,High,Other,6125.803919
Beverie Moffet,New Zealand,Organic Choco Syrup,5/24/2023,7229.26,215,High,Other,6125.803919
Gunar Cockshoot,UK,50% Dark Bites,1/13/2023,2260.21,128,High,Other,6125.803919
Marney O'Breen,USA,Raspberry Choco,5/23/2023,6206.90,149,High,Other,6125.803919
Jehu Rudeforth,UK,White Choc,6/29/2023,1889.83,286,High,Other,6125.803919
